image1,image2,similar,elapsed
./imgs/arctichare.gif,./imgs/peppers.png,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/airplane.bmp,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/airplane.gif,1.0, 0.000004
./imgs/arctichare.jpg,./imgs/airplane.jpg,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/airplane.png,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/arctichare.bmp,0.009183218006635574, 0.098432
./imgs/arctichare.jpg,./imgs/arctichare.gif,0.01960990932758866, 0.098307
./imgs/arctichare.jpg,./imgs/arctichare.png,0.009183218006635574, 0.100702
./imgs/arctichare.jpg,./imgs/baboon.bmp,1.0, 0.000007
./imgs/arctichare.jpg,./imgs/baboon.gif,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/baboon.jpg,1.0, 0.000006
./imgs/arctichare.jpg,./imgs/baboon.png,1.0, 0.000004
./imgs/arctichare.jpg,./imgs/boat.bmp,1.0, 0.000007
./imgs/arctichare.jpg,./imgs/boat.gif,1.0, 0.000004
./imgs/arctichare.jpg,./imgs/boat.jpg,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/boat.png,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/cat.bmp,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/cat.gif,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/cat.jpg,1.0, 0.000006
./imgs/arctichare.jpg,./imgs/cat.png,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/fruits.bmp,1.0, 0.000004
./imgs/arctichare.jpg,./imgs/fruits.gif,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/fruits.jpg,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/fruits.png,1.0, 0.000004
./imgs/arctichare.jpg,./imgs/frymire.bmp,1.0, 0.000006
./imgs/arctichare.jpg,./imgs/frymire.gif,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/frymire.jpg,1.0, 0.000006
./imgs/arctichare.jpg,./imgs/frymire.png,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/girl.bmp,1.0, 0.000004
./imgs/arctichare.jpg,./imgs/girl.gif,1.0, 0.000004
./imgs/arctichare.jpg,./imgs/girl.jpg,1.0, 0.000006
./imgs/arctichare.jpg,./imgs/girl.png,1.0, 0.000004
./imgs/arctichare.jpg,./imgs/goldhill.bmp,1.0, 0.000007
./imgs/arctichare.jpg,./imgs/goldhill.gif,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/goldhill.jpg,1.0, 0.000004
./imgs/arctichare.jpg,./imgs/goldhill.png,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/lena.bmp,1.0, 0.000004
./imgs/arctichare.jpg,./imgs/lena.gif,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/lena.jpg,1.0, 0.000006
./imgs/arctichare.jpg,./imgs/lena.png,1.0, 0.000004
./imgs/arctichare.jpg,./imgs/monarch.bmp,1.0, 0.000004
./imgs/arctichare.jpg,./imgs/monarch.gif,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/monarch.jpg,1.0, 0.000006
./imgs/arctichare.jpg,./imgs/monarch.png,1.0, 0.000004
./imgs/arctichare.jpg,./imgs/peppers.bmp,1.0, 0.000004
./imgs/arctichare.jpg,./imgs/peppers.gif,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/peppers.jpg,1.0, 0.000005
./imgs/arctichare.jpg,./imgs/peppers.png,1.0, 0.000004
./imgs/arctichare.png,./imgs/airplane.bmp,1.0, 0.000004
./imgs/arctichare.png,./imgs/airplane.gif,1.0, 0.000005
./imgs/arctichare.png,./imgs/airplane.jpg,1.0, 0.000005
./imgs/arctichare.png,./imgs/airplane.png,1.0, 0.000004
./imgs/arctichare.png,./imgs/arctichare.bmp,0.0, 0.099620
./imgs/arctichare.png,./imgs/arctichare.gif,0.012462702288001282, 0.101308
./imgs/arctichare.png,./imgs/arctichare.jpg,0.009183218006635574, 0.098239
./imgs/arctichare.png,./imgs/baboon.bmp,1.0, 0.000006
./imgs/arctichare.png,./imgs/baboon.gif,1.0, 0.000006
./imgs/arctichare.png,./imgs/baboon.jpg,1.0, 0.000005
./imgs/arctichare.png,./imgs/baboon.png,1.0, 0.000005
./imgs/arctichare.png,./imgs/boat.bmp,1.0, 0.000008
./imgs/arctichare.png,./imgs/boat.gif,1.0, 0.000005
./imgs/arctichare.png,./imgs/boat.jpg,1.0, 0.000004
./imgs/arctichare.png,./imgs/boat.png,1.0, 0.000004
./imgs/arctichare.png,./imgs/cat.bmp,1.0, 0.000005
./imgs/arctichare.png,./imgs/cat.gif,1.0, 0.000005
./imgs/arctichare.png,./imgs/cat.jpg,1.0, 0.000005
./imgs/arctichare.png,./imgs/cat.png,1.0, 0.000005
./imgs/arctichare.png,./imgs/fruits.bmp,1.0, 0.000004
./imgs/arctichare.png,./imgs/fruits.gif,1.0, 0.000004
./imgs/arctichare.png,./imgs/fruits.jpg,1.0, 0.000004
./imgs/arctichare.png,./imgs/fruits.png,1.0, 0.000004
./imgs/arctichare.png,./imgs/frymire.bmp,1.0, 0.000005
./imgs/arctichare.png,./imgs/frymire.gif,1.0, 0.000006
./imgs/arctichare.png,./imgs/frymire.jpg,1.0, 0.000007
./imgs/arctichare.png,./imgs/frymire.png,1.0, 0.000006
./imgs/arctichare.png,./imgs/girl.bmp,1.0, 0.000005
./imgs/arctichare.png,./imgs/girl.gif,1.0, 0.000005
./imgs/arctichare.png,./imgs/girl.jpg,1.0, 0.000005
./imgs/arctichare.png,./imgs/girl.png,1.0, 0.000005
./imgs/arctichare.png,./imgs/goldhill.bmp,1.0, 0.000007
./imgs/arctichare.png,./imgs/goldhill.gif,1.0, 0.000004
./imgs/arctichare.png,./imgs/goldhill.jpg,1.0, 0.000004
./imgs/arctichare.png,./imgs/goldhill.png,1.0, 0.000006
./imgs/arctichare.png,./imgs/lena.bmp,1.0, 0.000006
./imgs/arctichare.png,./imgs/lena.gif,1.0, 0.000005
./imgs/arctichare.png,./imgs/lena.jpg,1.0, 0.000005
./imgs/arctichare.png,./imgs/lena.png,1.0, 0.000005
./imgs/arctichare.png,./imgs/monarch.bmp,1.0, 0.000005
./imgs/arctichare.png,./imgs/monarch.gif,1.0, 0.000005
./imgs/arctichare.png,./imgs/monarch.jpg,1.0, 0.000005
./imgs/arctichare.png,./imgs/monarch.png,1.0, 0.000005
./imgs/arctichare.png,./imgs/peppers.bmp,1.0, 0.000004
./imgs/arctichare.png,./imgs/peppers.gif,1.0, 0.000004
./imgs/arctichare.png,./imgs/peppers.jpg,1.0, 0.000004
./imgs/arctichare.png,./imgs/peppers.png,1.0, 0.000004
./imgs/baboon.bmp,./imgs/airplane.bmp,0.8854676314809576, 0.137821
./imgs/baboon.bmp,./imgs/airplane.gif,0.8853322910051632, 0.135226
./imgs/baboon.bmp,./imgs/airplane.jpg,0.8865836682578235, 0.132366
./imgs/baboon.bmp,./imgs/airplane.png,0.8854676314809576, 0.135205
./imgs/baboon.bmp,./imgs/arctichare.bmp,1.0, 0.000004
./imgs/baboon.bmp,./imgs/arctichare.gif,1.0, 0.000006
./imgs/baboon.bmp,./imgs/arctichare.jpg,1.0, 0.000004
./imgs/baboon.bmp,./imgs/arctichare.png,1.0, 0.000005
./imgs/baboon.bmp,./imgs/baboon.gif,0.05275324067646858, 0.133875
